meta,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,age,gender,english,education,country,textLLM,switch,textHuman,response,response_action,competency,attitude,impact,creative_humor,accept_plot,negative_diversity,original_human,accept_dialogue,creative_story,creative_characters,negative_audience,accept_edit,better_llm,negative_writers,accept_script,diminish_originality
,trial,flow.Sequence,4_3,completion,205584.8000000238,687141.7999999523,687134.9,687168.3,892753.1000000238,892757.6999999285,2025-12-11T22:34:16.587Z,892774,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,"[In the Quinn kitchen. Early morning light. Mary is sitting at the kitchen table, staring into a cup of tea. Erin is doing the dishes. Orla is hovering nearby with a feather duster.]<br> Mary: (quietly) I still can’t believe she’s gone.<br> Erin: (rinsing a plate) Aye, Mammy. It’s terrible. But you—none of this was your fault.<br> Orla: I’m sorry, Auntie Mary. She was lovely.<br> Mary: Lovely, yes. But if I’d phoned her last week instead of putting off… if I’d gone to see her…<br> Erin: (putting down dish) Mammy—there’s nothing you could’ve done.<br> Orla: Absolutely nothing.<br> Mary: (voice trembling) You don’t know that. I keep thinking, what if I’d… if I’d been kinder.<br> Erin: Kindness wouldn’t have changed what was coming.<br> Orla: Sometimes bad things just happen.<br> Mary: But I didn’t visit, Erin. I sent a card, sure. A sodding card.<br> Erin: A card with love in it. That counts.<br> Orla: Mum always loved your voice when you called.<br> Mary: (wipes her eyes) I suppose… I suppose she did.<br> Erin: You’re going to the wake, Mammy?<br> Mary: Yes. I need to. I need to see her coffin. Say goodbye properly.<br> Orla: We’ll help you, Auntie Mary.<br> Erin: I’ll do the dishes and I’ll dust the stairs after. You rest a while.<br> Mary: Erin, you don’t have to—<br> Erin: I want to. It’ll give my mind something to do besides wondering.<br> Orla: I’ll dry. And I’ll polish the windows if you like.<br> Mary: Thank you, girls. I don’t deserve such kindness.<br> Erin: Yes you do, Mammy. More than you know.<br> Kitchen doorbell rings.<br> Mary: (startled) Who’s that at this hour?<br> Erin: I’ll get it. (wipes hands, opens door) Oh—it's Mrs. Fleming from across the road.<br> Mrs. Fleming: I heard the news, Mary. I came by to offer my condolences.<br> Mary: That’s very kind. Come in, Mrs. Fleming. I’d appreciate the company.<br> Erin: (aside, to Orla) See, Mammy’s made it through to this morning. Small victories.<br>",,"[In the Quinn kitchen. Mary sits in shock.]<br> Mary: I just cannot believe it.<br> Sarah: Listen, Mary, no matter what you've done, you're still my sister. I'll stand by you.<br> Mary: I haven't done anything, Sarah.<br> Granda Joe: Exactly, love. Everybody knows you didn't mean to kill the oul boot. God rest her soul.<br> Mary: I didn't kill her!<br> Granda Joe: Och, you know what I mean, not kill hex.<br> Mary: I didn't hex her either, Da! It was just a very tragic<br> Granda Joe: My mother, she had the gift too, you know. By God, that woman could make her enemies drop like flies.<br> Mary: Well look, I don't have any gift. There's no dark forces at play here. I just said something unfortunate that happened to<br> Sarah: Cause her death?<br> Mary: Coincide with her death!<br> (Erin and Orla stand by the sink.)<br> Erin: Right, well, that's the dishes done. Would you like another cup of tea there, Mammy?<br> Mary: No, I'm fine.<br> Erin: I'll just grab the Hoover and give the stairs a bit of a going over.<br> Orla: (eating a lolly) And I'll maybe do a bit of dusting.<br> Mary: What's gotten into you two? What are you up to? What do you want?<br> Erin: Nothing. We just thought that we should pull our weight a bit more, Mammy.<br> Orla: You do so much for us, Aunt Mary.<br> Erin: And you deserve a bit of a break.<br> Mary: I can't hex people, girls. It was an accident!<br> (Gerry walks in.)<br> Gerry: So how's the wicked witch of the North West?<br> Granda Joe: Who put 50p in the eejit?<br> Mary: God, how am I going to go to this wake?<br> Granda Joe: It'll be grand, love. But listen, see if things do get heated? Try not to rise to it. The last thing we want is another dead body on our hands, here.<br> Mary: I'll do my best, Da.<br>",,,,,,,,,,,,,,,,,,,4,
,Showing scenes,html.Page,4_4_0,response,143867,892758,892757.6,892774,1036641,1036648.2999999523,2025-12-11T22:36:40.474Z,1036660.9,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,"[In the Quinn living room. Clare is sitting on the sofa, James reading a comic. Erin enters, overhearing them.]<br> ERIN: What are you two sulking about?<br> CLARE: Nothing, Erin, really.<br> JAMES: Clare wanted to ask me something—but, well, it’s a bit awkward.<br> ERIN: Is this about prom?<br> CLARE: Yes.<br> JAMES: The prom is the same night as Doctor Who night.<br> ERIN: Seriously? That’s tragic.<br> CLARE: I was going to ask you to go with me, James.<br> JAMES: I know. I just… I’m a lesbian, Clare. Prom feels like a different kind of asking out.<br> CLARE: Right. I didn’t think straight about that. I just thought…<br> JAMES: I know, Clare. And I’m flattered—it’s sweet.<br> ERIN: So what’re you going to do?<br> JAMES: I won’t go to prom. I’ll stay home and watch Doctor Who.<br> CLARE: I get that. I’m sorry if I made this complicated.<br> MARY (off-stage, calling): Erin! Are you in there? Dinner’s ready!<br> ERIN: (loud whisper) I vote Doctor Who night.<br> CLARE: Me too—just keep the time open, James.<br> [They share a small smile as Erin exits to call Mary, Clare and James sit quietly, slightly awkward but closer.]<br>",true,"[In the street.]<br> MICHELLE: Well, this prom's going to be a full-blown dick fest. You know there isn't even going to be a DJ? Apparently Jenny hired this fucking pensioner band.<br> (Orla happily waves at someone on the street.)<br> ERIN: Christ. Really?<br> MICHELLE: I heard the drummer is at least thirty!<br> JAMES: I don't feel so bad about missing it now. It clashes with my thing.<br> MICHELLE: The creep convention? Seriously?<br> JAMES: It's not a creep convention.<br> MICHELLE: Well, I think a load of perverts getting together to wank over some fella, who fights with hoovers and rides aliens in a telephone box, is the very fucking definition of a creep convention.<br> JAMES: It's a Doctor Who night. Me and my stepdad used to watch it when I was little.<br> MICHELLE: Well someone should have called social services then James!<br> CLARE: (upset) You're not going to the prom then, James? Well, I was going to ask you to be my date!<br> (Michelle looks disgusted.)<br> JAMES: I'm sorry, Clare.<br> MICHELLE: You were going to ask James to be your date? What the fuck's wrong with you?<br> CLARE: Well it's a bit more complicated for me!<br> MICHELLE: You're a lesbian, Clare. Not desperate.<br>",left,keypress(a),,,,,,,,,,,,,,,,,5,
,interval,canvas.Screen,4_4_1,response,3717.499999976135,1036648.6000000238,1036645.23,1036660.9,1040378.3999999762,1040381.6000000238,2025-12-11T22:36:44.207Z,1040395.1,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,"[In the Quinn living room. Clare is sitting on the sofa, James reading a comic. Erin enters, overhearing them.]<br> ERIN: What are you two sulking about?<br> CLARE: Nothing, Erin, really.<br> JAMES: Clare wanted to ask me something—but, well, it’s a bit awkward.<br> ERIN: Is this about prom?<br> CLARE: Yes.<br> JAMES: The prom is the same night as Doctor Who night.<br> ERIN: Seriously? That’s tragic.<br> CLARE: I was going to ask you to go with me, James.<br> JAMES: I know. I just… I’m a lesbian, Clare. Prom feels like a different kind of asking out.<br> CLARE: Right. I didn’t think straight about that. I just thought…<br> JAMES: I know, Clare. And I’m flattered—it’s sweet.<br> ERIN: So what’re you going to do?<br> JAMES: I won’t go to prom. I’ll stay home and watch Doctor Who.<br> CLARE: I get that. I’m sorry if I made this complicated.<br> MARY (off-stage, calling): Erin! Are you in there? Dinner’s ready!<br> ERIN: (loud whisper) I vote Doctor Who night.<br> CLARE: Me too—just keep the time open, James.<br> [They share a small smile as Erin exits to call Mary, Clare and James sit quietly, slightly awkward but closer.]<br>",,"[In the street.]<br> MICHELLE: Well, this prom's going to be a full-blown dick fest. You know there isn't even going to be a DJ? Apparently Jenny hired this fucking pensioner band.<br> (Orla happily waves at someone on the street.)<br> ERIN: Christ. Really?<br> MICHELLE: I heard the drummer is at least thirty!<br> JAMES: I don't feel so bad about missing it now. It clashes with my thing.<br> MICHELLE: The creep convention? Seriously?<br> JAMES: It's not a creep convention.<br> MICHELLE: Well, I think a load of perverts getting together to wank over some fella, who fights with hoovers and rides aliens in a telephone box, is the very fucking definition of a creep convention.<br> JAMES: It's a Doctor Who night. Me and my stepdad used to watch it when I was little.<br> MICHELLE: Well someone should have called social services then James!<br> CLARE: (upset) You're not going to the prom then, James? Well, I was going to ask you to be my date!<br> (Michelle looks disgusted.)<br> JAMES: I'm sorry, Clare.<br> MICHELLE: You were going to ask James to be your date? What the fuck's wrong with you?<br> CLARE: Well it's a bit more complicated for me!<br> MICHELLE: You're a lesbian, Clare. Not desperate.<br>",,keypress,,,,,,,,,,,,,,,,,5,
,trial,flow.Sequence,4_4,completion,147604.39999997616,892758,892757.6,892774,1040378.3999999762,1040381.8999999762,2025-12-11T22:36:44.207Z,1040395.1,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,"[In the Quinn living room. Clare is sitting on the sofa, James reading a comic. Erin enters, overhearing them.]<br> ERIN: What are you two sulking about?<br> CLARE: Nothing, Erin, really.<br> JAMES: Clare wanted to ask me something—but, well, it’s a bit awkward.<br> ERIN: Is this about prom?<br> CLARE: Yes.<br> JAMES: The prom is the same night as Doctor Who night.<br> ERIN: Seriously? That’s tragic.<br> CLARE: I was going to ask you to go with me, James.<br> JAMES: I know. I just… I’m a lesbian, Clare. Prom feels like a different kind of asking out.<br> CLARE: Right. I didn’t think straight about that. I just thought…<br> JAMES: I know, Clare. And I’m flattered—it’s sweet.<br> ERIN: So what’re you going to do?<br> JAMES: I won’t go to prom. I’ll stay home and watch Doctor Who.<br> CLARE: I get that. I’m sorry if I made this complicated.<br> MARY (off-stage, calling): Erin! Are you in there? Dinner’s ready!<br> ERIN: (loud whisper) I vote Doctor Who night.<br> CLARE: Me too—just keep the time open, James.<br> [They share a small smile as Erin exits to call Mary, Clare and James sit quietly, slightly awkward but closer.]<br>",,"[In the street.]<br> MICHELLE: Well, this prom's going to be a full-blown dick fest. You know there isn't even going to be a DJ? Apparently Jenny hired this fucking pensioner band.<br> (Orla happily waves at someone on the street.)<br> ERIN: Christ. Really?<br> MICHELLE: I heard the drummer is at least thirty!<br> JAMES: I don't feel so bad about missing it now. It clashes with my thing.<br> MICHELLE: The creep convention? Seriously?<br> JAMES: It's not a creep convention.<br> MICHELLE: Well, I think a load of perverts getting together to wank over some fella, who fights with hoovers and rides aliens in a telephone box, is the very fucking definition of a creep convention.<br> JAMES: It's a Doctor Who night. Me and my stepdad used to watch it when I was little.<br> MICHELLE: Well someone should have called social services then James!<br> CLARE: (upset) You're not going to the prom then, James? Well, I was going to ask you to be my date!<br> (Michelle looks disgusted.)<br> JAMES: I'm sorry, Clare.<br> MICHELLE: You were going to ask James to be your date? What the fuck's wrong with you?<br> CLARE: Well it's a bit more complicated for me!<br> MICHELLE: You're a lesbian, Clare. Not desperate.<br>",,,,,,,,,,,,,,,,,,,5,
,Showing scenes,html.Page,4_5_0,response,146272.69999995234,1040382,1040378.4,1040395.1,1186667.7999999523,1186672.1000000238,2025-12-11T22:39:10.493Z,1186682.9,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,"[Outside Erin’s house. Erin and Orla are each shoulder-strapping backpacks. Morning light.]<br> Erin: Are you sure there’s no breakfast first?<br> Orla: There’s a banana in my bag. Your Ma made the toast.<br> Erin: Fine. (slings bag) South-east for half a mile, she said. Then wait. More instructions.<br> Orla: Why south-east though? Why not just go east?<br> Erin: She’s always fancied compass points. Learned them during the Troubles, she says.<br> [They step off the porch and begin walking down the lane.]<br> Mary: (from doorway) Girls! Did you pack enough socks?<br> Erin: (calling back) Socks are in, Ma! And two bottles of water.<br> Mary: Good. And stay together. Whatever comes next.<br> Orla: (quietly) Erin, what if the instructions are stupid?<br> Erin: We’ll make them less stupid. That’s what we’re good at.<br> [They round the corner and head along a narrow road toward south-east.]<br> Orla: I hate marches like this. All this walking and nobody telling you when it's going to end.<br> Erin: Think of it like a treasure hunt. With imminent danger.<br> Orla: That’s ___ comforting.<br> [They walk past a row of closed shops, bags heavy on shoulders.]<br> Erin: Half a mile isn’t far. Shouldn’t take more than ten minutes.<br> Orla: And then?<br> Erin: Then we wait. Maybe messages. Maybe people. Whoever.<br> Orla: Promise we’ll go home if it gets mad dangerous?<br> Erin: I promise. Nothing’s worth risking you.<br> Orla: Thanks. (smiles) Now hurry up—I’m lagging behind.<br> [They continue walking, fading into the quiet street as the sky lightens.]<br>",true,"[On the street. The kids walk with their bags.]<br> Michelle: We're doing it for peace, all right, Mary. A piece of that fine Protestant ass!<br> (Erin and Michelle high-five excitedly.)<br> Clare: (disgusted) God, you are such a hypocrite, Erin.<br> Erin: No, I'm not. I just don't think there's anything wrong with some cross-community<br> Michelle: Fiddling.<br> Erin: Relations.<br> Orla: (looking at a map) So we need to head south-east for 0.5 miles and you'll receive further instructions shortly.<br> Erin: We haven't even left the estate yet, Orla.<br> Michelle: These Prods have some serious moves up their sleeves, you know. They're not as fucked up about sex as we are. They've put the work in. They know what they're doing.<br> Clare: They're people, Michelle. They're not sex toys.<br> Michelle: I beg to differ.<br> James: I'm really looking forward to making friends with some lads. (smiling)<br> Michelle: Lads aren't going to make friends with you, James. Lads make friends with other lads.<br> James: I am a lad.<br> Erin: Aye, so you are, James.<br> Clare: (taking money out of her pocket) Okay, how much money do we have?<br> Michelle: Look, the riding of the Protestants is one thing, but I don't see why we have to buy them a present. I mean they already have all the land, all the jobs and all the fucking rights.<br> Erin: Aye, Michelle. That's definitely the attitude we should have entering into this weekend.<br>",left,keypress(a),,,,,,,,,,,,,,,,,6,
,interval,canvas.Screen,4_5_1,response,2094.9999999762513,1186672.5,1186666.27,1186682.9,1188777.8999999762,1188781.6999999285,2025-12-11T22:39:12.603Z,1188799.7,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,"[Outside Erin’s house. Erin and Orla are each shoulder-strapping backpacks. Morning light.]<br> Erin: Are you sure there’s no breakfast first?<br> Orla: There’s a banana in my bag. Your Ma made the toast.<br> Erin: Fine. (slings bag) South-east for half a mile, she said. Then wait. More instructions.<br> Orla: Why south-east though? Why not just go east?<br> Erin: She’s always fancied compass points. Learned them during the Troubles, she says.<br> [They step off the porch and begin walking down the lane.]<br> Mary: (from doorway) Girls! Did you pack enough socks?<br> Erin: (calling back) Socks are in, Ma! And two bottles of water.<br> Mary: Good. And stay together. Whatever comes next.<br> Orla: (quietly) Erin, what if the instructions are stupid?<br> Erin: We’ll make them less stupid. That’s what we’re good at.<br> [They round the corner and head along a narrow road toward south-east.]<br> Orla: I hate marches like this. All this walking and nobody telling you when it's going to end.<br> Erin: Think of it like a treasure hunt. With imminent danger.<br> Orla: That’s ___ comforting.<br> [They walk past a row of closed shops, bags heavy on shoulders.]<br> Erin: Half a mile isn’t far. Shouldn’t take more than ten minutes.<br> Orla: And then?<br> Erin: Then we wait. Maybe messages. Maybe people. Whoever.<br> Orla: Promise we’ll go home if it gets mad dangerous?<br> Erin: I promise. Nothing’s worth risking you.<br> Orla: Thanks. (smiles) Now hurry up—I’m lagging behind.<br> [They continue walking, fading into the quiet street as the sky lightens.]<br>",,"[On the street. The kids walk with their bags.]<br> Michelle: We're doing it for peace, all right, Mary. A piece of that fine Protestant ass!<br> (Erin and Michelle high-five excitedly.)<br> Clare: (disgusted) God, you are such a hypocrite, Erin.<br> Erin: No, I'm not. I just don't think there's anything wrong with some cross-community<br> Michelle: Fiddling.<br> Erin: Relations.<br> Orla: (looking at a map) So we need to head south-east for 0.5 miles and you'll receive further instructions shortly.<br> Erin: We haven't even left the estate yet, Orla.<br> Michelle: These Prods have some serious moves up their sleeves, you know. They're not as fucked up about sex as we are. They've put the work in. They know what they're doing.<br> Clare: They're people, Michelle. They're not sex toys.<br> Michelle: I beg to differ.<br> James: I'm really looking forward to making friends with some lads. (smiling)<br> Michelle: Lads aren't going to make friends with you, James. Lads make friends with other lads.<br> James: I am a lad.<br> Erin: Aye, so you are, James.<br> Clare: (taking money out of her pocket) Okay, how much money do we have?<br> Michelle: Look, the riding of the Protestants is one thing, but I don't see why we have to buy them a present. I mean they already have all the land, all the jobs and all the fucking rights.<br> Erin: Aye, Michelle. That's definitely the attitude we should have entering into this weekend.<br>",,keypress,,,,,,,,,,,,,,,,,6,
,trial,flow.Sequence,4_5,completion,148382.79999997618,1040382,1040378.4,1040395.1,1188777.8999999762,1188782.1000000238,2025-12-11T22:39:12.603Z,1188799.7,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,"[Outside Erin’s house. Erin and Orla are each shoulder-strapping backpacks. Morning light.]<br> Erin: Are you sure there’s no breakfast first?<br> Orla: There’s a banana in my bag. Your Ma made the toast.<br> Erin: Fine. (slings bag) South-east for half a mile, she said. Then wait. More instructions.<br> Orla: Why south-east though? Why not just go east?<br> Erin: She’s always fancied compass points. Learned them during the Troubles, she says.<br> [They step off the porch and begin walking down the lane.]<br> Mary: (from doorway) Girls! Did you pack enough socks?<br> Erin: (calling back) Socks are in, Ma! And two bottles of water.<br> Mary: Good. And stay together. Whatever comes next.<br> Orla: (quietly) Erin, what if the instructions are stupid?<br> Erin: We’ll make them less stupid. That’s what we’re good at.<br> [They round the corner and head along a narrow road toward south-east.]<br> Orla: I hate marches like this. All this walking and nobody telling you when it's going to end.<br> Erin: Think of it like a treasure hunt. With imminent danger.<br> Orla: That’s ___ comforting.<br> [They walk past a row of closed shops, bags heavy on shoulders.]<br> Erin: Half a mile isn’t far. Shouldn’t take more than ten minutes.<br> Orla: And then?<br> Erin: Then we wait. Maybe messages. Maybe people. Whoever.<br> Orla: Promise we’ll go home if it gets mad dangerous?<br> Erin: I promise. Nothing’s worth risking you.<br> Orla: Thanks. (smiles) Now hurry up—I’m lagging behind.<br> [They continue walking, fading into the quiet street as the sky lightens.]<br>",,"[On the street. The kids walk with their bags.]<br> Michelle: We're doing it for peace, all right, Mary. A piece of that fine Protestant ass!<br> (Erin and Michelle high-five excitedly.)<br> Clare: (disgusted) God, you are such a hypocrite, Erin.<br> Erin: No, I'm not. I just don't think there's anything wrong with some cross-community<br> Michelle: Fiddling.<br> Erin: Relations.<br> Orla: (looking at a map) So we need to head south-east for 0.5 miles and you'll receive further instructions shortly.<br> Erin: We haven't even left the estate yet, Orla.<br> Michelle: These Prods have some serious moves up their sleeves, you know. They're not as fucked up about sex as we are. They've put the work in. They know what they're doing.<br> Clare: They're people, Michelle. They're not sex toys.<br> Michelle: I beg to differ.<br> James: I'm really looking forward to making friends with some lads. (smiling)<br> Michelle: Lads aren't going to make friends with you, James. Lads make friends with other lads.<br> James: I am a lad.<br> Erin: Aye, so you are, James.<br> Clare: (taking money out of her pocket) Okay, how much money do we have?<br> Michelle: Look, the riding of the Protestants is one thing, but I don't see why we have to buy them a present. I mean they already have all the land, all the jobs and all the fucking rights.<br> Erin: Aye, Michelle. That's definitely the attitude we should have entering into this weekend.<br>",,,,,,,,,,,,,,,,,,,6,
,Showing scenes,html.Page,4_6_0,response,127091.59999995236,1188782.2999999523,1188782.922,1188799.7,1315891.2999999523,1315895.7999999523,2025-12-11T22:41:19.713Z,1315920.1,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,"[In Erin’s bedroom. Erin sits at her desk, writing in a notebook. Michelle knocks and enters.]<br> MICHELLE: What’re you writing, Erin?<br> ERIN: It’s a love story... for someone special.<br> [James slips in behind Michelle.]<br> JAMES: Ah, romance! Are you going to read it out loud?<br> ERIN: Not yet. I just used a word and they’re asking me what it means.<br> MICHELLE: Which word? Is it one of those posh words like “beguile” or something?<br> ERIN: No—it’s “bide.” I wrote: “He will bide with her until dawn.”<br> MICHELLE: Bide...? What does that even mean? Stay? Wait?<br> ERIN: Exactly, sort of. “Bide” means to stay somewhere or remain somewhere for a time… to wait.<br> JAMES: So like when Dad says he’ll bide till the craic’s over before going home?<br> ERIN: Yes, James, exactly like that—but in a romantic way, not your da’s pub habits.<br> [Mary sticks her head in the door.]<br> MICHELLE: Mam, can you help? What does “bide” mean?<br> MARY: “Bide” is like when you wait for something good—you don’t rush it. You stay patient, you hope.<br> ERIN: Thank you, Mam. Finally someone gets it.<br> JAMES: So in your story, the lad bides with the lass because he’s waiting for love, not because he’s stuck?<br> ERIN: Precisely! Get your brains in gear, James.<br> MICHELLE: Right, now I understand. Go on, read more!<br>",true,"[In the Quinn kitchen. The kids are eating junk food and writing.]<br> CLARE: (frustrated) God, this whole writing-from-the-soul carry-on is a nightmare.<br> JAMES: I know.<br> MICHELLE: What rhymes with ride?<br> CLARE: Bide.<br> MICHELLE: Bide? What the fuck does bide mean? Bide. That's not a word.<br> CLARE: It is a word, Michelle.<br> MICHELLE: Bide? You've pure made that up.<br> ERIN: Can we all be quiet? Please.<br> ORLA: (holding up a picture she drew of James) What do you think, James? You've got red eyes cause I ran out of brown.<br> JAMES: My eyes are green.<br> ORLA: Now you tell me. (she looks distraught)<br> ERIN: Okay. So, I'm trying not to think too much. Just to sort of let it flow through me.<br> MICHELLE: Aw, that's minging Erin.<br> ERIN: (annoyed) Here's what I have so far. You know we belong together, you and I, forever and ever. No matter where you are, you're my guiding star.<br> JAMES: Isn't that the theme tune to Home and Away?<br> ERIN: Is it? (frustrated) Aw, for God's sake!<br>",left,keypress(a),,,,,,,,,,,,,,,,,7,
,interval,canvas.Screen,4_6_1,response,1091.1999999522232,1315896.1000000238,1315903.464,1315920.1,1317011.2999999523,1317012.8999999762,2025-12-11T22:41:20.830Z,1317053.4,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,"[In Erin’s bedroom. Erin sits at her desk, writing in a notebook. Michelle knocks and enters.]<br> MICHELLE: What’re you writing, Erin?<br> ERIN: It’s a love story... for someone special.<br> [James slips in behind Michelle.]<br> JAMES: Ah, romance! Are you going to read it out loud?<br> ERIN: Not yet. I just used a word and they’re asking me what it means.<br> MICHELLE: Which word? Is it one of those posh words like “beguile” or something?<br> ERIN: No—it’s “bide.” I wrote: “He will bide with her until dawn.”<br> MICHELLE: Bide...? What does that even mean? Stay? Wait?<br> ERIN: Exactly, sort of. “Bide” means to stay somewhere or remain somewhere for a time… to wait.<br> JAMES: So like when Dad says he’ll bide till the craic’s over before going home?<br> ERIN: Yes, James, exactly like that—but in a romantic way, not your da’s pub habits.<br> [Mary sticks her head in the door.]<br> MICHELLE: Mam, can you help? What does “bide” mean?<br> MARY: “Bide” is like when you wait for something good—you don’t rush it. You stay patient, you hope.<br> ERIN: Thank you, Mam. Finally someone gets it.<br> JAMES: So in your story, the lad bides with the lass because he’s waiting for love, not because he’s stuck?<br> ERIN: Precisely! Get your brains in gear, James.<br> MICHELLE: Right, now I understand. Go on, read more!<br>",,"[In the Quinn kitchen. The kids are eating junk food and writing.]<br> CLARE: (frustrated) God, this whole writing-from-the-soul carry-on is a nightmare.<br> JAMES: I know.<br> MICHELLE: What rhymes with ride?<br> CLARE: Bide.<br> MICHELLE: Bide? What the fuck does bide mean? Bide. That's not a word.<br> CLARE: It is a word, Michelle.<br> MICHELLE: Bide? You've pure made that up.<br> ERIN: Can we all be quiet? Please.<br> ORLA: (holding up a picture she drew of James) What do you think, James? You've got red eyes cause I ran out of brown.<br> JAMES: My eyes are green.<br> ORLA: Now you tell me. (she looks distraught)<br> ERIN: Okay. So, I'm trying not to think too much. Just to sort of let it flow through me.<br> MICHELLE: Aw, that's minging Erin.<br> ERIN: (annoyed) Here's what I have so far. You know we belong together, you and I, forever and ever. No matter where you are, you're my guiding star.<br> JAMES: Isn't that the theme tune to Home and Away?<br> ERIN: Is it? (frustrated) Aw, for God's sake!<br>",,keypress,,,,,,,,,,,,,,,,,7,
,trial,flow.Sequence,4_6,completion,128211.59999995236,1188782.1999999285,1188782.922,1188799.7,1317011.2999999523,1317013,2025-12-11T22:41:20.830Z,1317053.4,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,"[In Erin’s bedroom. Erin sits at her desk, writing in a notebook. Michelle knocks and enters.]<br> MICHELLE: What’re you writing, Erin?<br> ERIN: It’s a love story... for someone special.<br> [James slips in behind Michelle.]<br> JAMES: Ah, romance! Are you going to read it out loud?<br> ERIN: Not yet. I just used a word and they’re asking me what it means.<br> MICHELLE: Which word? Is it one of those posh words like “beguile” or something?<br> ERIN: No—it’s “bide.” I wrote: “He will bide with her until dawn.”<br> MICHELLE: Bide...? What does that even mean? Stay? Wait?<br> ERIN: Exactly, sort of. “Bide” means to stay somewhere or remain somewhere for a time… to wait.<br> JAMES: So like when Dad says he’ll bide till the craic’s over before going home?<br> ERIN: Yes, James, exactly like that—but in a romantic way, not your da’s pub habits.<br> [Mary sticks her head in the door.]<br> MICHELLE: Mam, can you help? What does “bide” mean?<br> MARY: “Bide” is like when you wait for something good—you don’t rush it. You stay patient, you hope.<br> ERIN: Thank you, Mam. Finally someone gets it.<br> JAMES: So in your story, the lad bides with the lass because he’s waiting for love, not because he’s stuck?<br> ERIN: Precisely! Get your brains in gear, James.<br> MICHELLE: Right, now I understand. Go on, read more!<br>",,"[In the Quinn kitchen. The kids are eating junk food and writing.]<br> CLARE: (frustrated) God, this whole writing-from-the-soul carry-on is a nightmare.<br> JAMES: I know.<br> MICHELLE: What rhymes with ride?<br> CLARE: Bide.<br> MICHELLE: Bide? What the fuck does bide mean? Bide. That's not a word.<br> CLARE: It is a word, Michelle.<br> MICHELLE: Bide? You've pure made that up.<br> ERIN: Can we all be quiet? Please.<br> ORLA: (holding up a picture she drew of James) What do you think, James? You've got red eyes cause I ran out of brown.<br> JAMES: My eyes are green.<br> ORLA: Now you tell me. (she looks distraught)<br> ERIN: Okay. So, I'm trying not to think too much. Just to sort of let it flow through me.<br> MICHELLE: Aw, that's minging Erin.<br> ERIN: (annoyed) Here's what I have so far. You know we belong together, you and I, forever and ever. No matter where you are, you're my guiding star.<br> JAMES: Isn't that the theme tune to Home and Away?<br> ERIN: Is it? (frustrated) Aw, for God's sake!<br>",,,,,,,,,,,,,,,,,,,7,
